>Title;Interactions of antisera to different Chlamydia and Chlamydophila species with the ribosomal protein RPS27a correlate with impaired protein synthesis in a human choroid plexus papilloma cell line.
>Date;16/9/2017
>Journal;Immunol Res
>Conflict;NA
