>Title;Remission of systemic lupus erythematosus disease activity with regulatory cytokine interleukin (IL)-35 in Murphy Roths Large (MRL)/lpr mice.
>Date;29/03/2015
>Journal;Clin Exp Immunol
>Conflict;NA
