>Title;A truncated IL-12rβ1 receptor ameliorates chronic graft-versus-host disease-induced lupus nephritis by inhibiting Th1 and Th17 cells.
>Date;25/09/2015
>Journal;Int Immunopharmacol
>Conflict;NA
