>Title;Heat-solubilized curry spice curcumin inhibits antibody-antigen interaction in in vitro studies: a possible therapy to alleviate autoimmune disorders.
>Date;11/2/2010
>Journal;Mol Nutr Food Res
>Conflict;NA
