>Title;The parasitic worm product ES-62 targets myeloid differentiation factor 88-dependent effector mechanisms to suppress antinuclear antibody production and proteinuria in MRL/lpr mice.
>Date;16/12/2014
>Journal;Arthritis Rheumatol
>Conflict;NA
