>Title;Degree of modification of Ro60 by the lipid peroxidation by-product 4-hydroxy-2-nonenal may differentially induce Sjögren syndrome or systemic lupus erythematosus in BALB/c mice.
>Date;04/08/2010
>Journal;Free Radic Biol Med
>Conflict;NA
